rank,name,age,earnings,cup,events,rounds,cuts,top10,wins,score,ddis,dacc,girr,putts,sand,birds,year
55,David Lutterus,37,"$123,170",0,25,69,8,0,0,72.0,291.9,56.6,58.7,1.824,48.7,3.029,2010
56,Boo Weekley,49,"$872,729",0,27,88,16,3,0,70.5,291.9,67.1,63.7,1.817,45.6,3.341,2010
57,Hunter Mahan,40,"$3,574,550",677,25,84,19,3,2,70.6,291.8,67.9,68.7,1.797,45.8,3.536,2010
58,Tim Herron,53,"$391,502",0,24,79,16,0,0,70.9,291.7,53.5,61.5,1.796,44.7,3.392,2010
59,Chris Wilson,--,"$76,481",0,26,65,7,0,0,72.2,291.7,59.9,57.4,1.813,38.4,3.169,2010
60,Greg Owen,51,"$268,835",0,27,70,10,0,0,70.4,291.4,61.5,68.0,1.809,44.7,3.371,2010
61,Retief Goosen,54,"$3,218,089",1360,19,71,18,10,0,70.0,291.4,64.8,66.0,1.766,54.6,3.746,2010
62,John Merrick,41,"$658,815",0,31,109,23,1,0,70.7,291.4,66.7,65.1,1.796,52.3,3.550,2010
63,Blake Adams,47,"$963,593",0,26,84,15,2,0,70.7,291.3,66.8,65.1,1.770,46.4,3.512,2010
64,Matt Every,39,"$456,847",0,18,61,11,1,0,70.7,290.9,62.1,61.6,1.772,43.3,4.033,2010
65,Jonathan Byrd,45,"$1,534,981",0,26,85,17,4,1,70.1,290.9,61.5,70.0,1.796,53.8,3.659,2010
66,Ted Purdy,49,"$307,677",0,30,86,12,0,0,71.6,290.8,60.6,61.0,1.799,47.4,3.291,2010
67,Will MacKenzie,48,"$557,504",0,23,72,14,1,0,70.7,290.8,66.3,68.5,1.807,44.5,3.472,2010
68,Steve Marino,43,"$1,479,239",0,25,82,17,3,0,70.1,290.6,62.0,67.5,1.770,41.7,3.720,2010
69,Kenny Perry,62,"$968,811",0,20,68,16,1,0,70.9,290.6,68.0,69.0,1.825,56.3,3.162,2010
70,Paul Stankowski,53,"$666,591",0,18,62,13,2,0,69.8,290.3,65.4,61.7,1.753,51.9,4.032,2010
71,Kevin Streelman,44,"$1,472,349",583,28,90,17,5,0,70.5,290.3,65.6,63.7,1.755,50.3,3.933,2010
72,John Senden,52,"$1,274,058",0,30,103,21,2,0,70.4,290.2,67.2,72.5,1.812,54.4,3.553,2010
73,Kevin Stadler,43,"$931,720",0,28,87,16,5,0,69.9,290.2,63.0,60.9,1.779,45.4,3.770,2010
74,Andrew McLardy,--,"$53,106",0,21,52,5,0,0,71.8,289.9,61.4,60.9,1.809,41.7,3.115,2010
75,Michael Letzig,42,"$563,729",0,27,85,17,1,0,69.7,289.7,63.5,67.1,1.779,47.9,3.647,2010
76,Ryan Moore,40,"$2,374,823",613,24,79,18,6,0,70.7,289.7,68.0,66.7,1.768,45.8,3.671,2010
77,Camilo Villegas,41,"$3,035,523",622,20,72,18,7,1,70.9,289.6,61.7,66.0,1.797,50.8,3.500,2010
78,Sean O'Hair,40,"$1,859,040",0,25,82,19,3,0,70.8,289.3,64.0,68.2,1.817,48.2,3.293,2010
79,Mathew Goggin,48,"$483,537",0,28,85,13,1,0,71.3,289.3,65.2,69.7,1.825,41.3,3.188,2010
80,Nicholas Thompson,40,"$546,476",0,29,88,14,1,0,71.4,289.2,64.0,64.8,1.803,40.9,3.466,2010
81,Steve Elkington,60,"$955,084",0,22,74,15,3,0,70.0,289.2,68.0,63.1,1.773,50.5,3.432,2010
82,Robert Allenby,51,"$2,974,998",500,22,75,18,5,0,69.6,289.1,64.8,68.2,1.770,55.6,3.680,2010
83,Rory Sabbatini,47,"$1,546,808",0,26,78,15,3,0,71.2,289.1,60.3,65.0,1.768,58.9,3.897,2010
84,Stuart Appleby,51,"$1,965,825",0,31,101,19,3,1,71.2,289.0,59.8,60.6,1.778,49.1,3.297,2010
85,Bill Lunde,47,"$1,075,874",0,28,80,12,3,1,71.4,288.9,60.7,62.5,1.819,48.6,3.088,2010
86,Tom Gillis,54,"$1,166,146",0,27,97,21,3,0,70.1,288.7,68.5,66.0,1.749,45.1,4.062,2010
87,Jeff Gove,51,"$92,155",0,22,57,5,0,0,71.9,288.7,63.0,62.4,1.850,37.1,2.877,2010
88,Y.E. Yang,51,"$1,301,726",0,21,70,16,2,0,71.2,288.6,64.3,66.0,1.764,51.1,3.714,2010
89,Scott McCarron,57,"$642,543",0,29,90,15,1,0,70.5,288.6,67.4,65.8,1.782,51.8,3.400,2010
90,Brenden Pappas,52,"$133,584",0,24,66,9,0,0,71.2,288.4,54.9,62.5,1.788,52.0,3.348,2010
91,Ernie Els,53,"$4,558,861",1438,20,70,17,7,2,70.4,288.4,60.2,67.9,1.768,48.4,3.786,2010
92,Troy Merritt,37,"$786,977",0,29,86,14,1,0,71.0,288.2,59.4,64.0,1.758,49.7,3.756,2010
93,Chris Tidland,50,"$588,291",0,24,77,14,2,0,70.9,288.1,63.1,62.9,1.786,50.0,3.571,2010
94,Henrik Bjornstad,43,"$215,913",0,26,72,9,0,0,71.3,288.1,64.7,63.3,1.804,36.9,3.667,2010
95,Roland Thatcher,45,"$796,157",0,26,72,10,2,0,71.5,288.0,60.0,65.9,1.829,45.6,3.153,2010
96,Kevin Sutherland,58,"$818,682",0,25,86,17,1,0,70.2,287.9,66.9,72.0,1.799,55.8,3.442,2010
97,Justin Rose,42,"$3,603,331",718,22,78,16,4,2,69.9,287.8,65.2,66.3,1.760,58.8,3.872,2010
98,Lee Janzen,58,"$603,195",0,26,77,13,1,0,70.8,287.7,59.9,67.7,1.791,50.7,3.416,2010
99,Rich Barcelo,47,"$188,892",0,25,70,9,0,0,71.7,287.6,52.8,56.4,1.768,48.9,3.186,2010
100,Jeev Milkha Singh,51,"$420,245",0,19,56,11,1,0,70.3,287.3,60.9,60.6,1.794,47.2,3.196,2010
101,Chris Stroud,41,"$942,082",0,27,90,16,4,0,70.7,287.2,63.0,63.1,1.805,50.4,3.644,2010
102,Pat Perez,47,"$947,588",0,27,90,18,3,0,70.0,287.1,65.2,69.0,1.761,62.0,3.900,2010
103,Steve Wheatcroft,45,"$408,595",0,27,74,10,1,0,71.6,287.1,64.1,56.6,1.775,53.4,3.514,2010
104,Geoff Ogilvy,45,"$2,393,045",752,19,60,13,2,1,70.8,287.0,57.9,67.7,1.752,57.3,3.917,2010
105,David Duval,51,"$919,584",0,24,71,11,2,0,71.6,286.9,57.1,64.2,1.772,44.2,3.535,2010
106,Brian Stuard,40,"$536,497",0,28,81,13,1,0,71.2,286.9,63.1,60.2,1.779,45.6,3.383,2010
107,Matt Kuchar,44,"$4,910,477",2728,26,95,23,11,1,69.4,286.9,67.9,69.4,1.739,56.2,3.968,2010
108,Brendon de Jonge,42,"$2,167,979",0,32,114,24,7,0,70.1,286.9,65.5,65.2,1.759,48.8,3.763,2010
109,Ian Poulter,47,"$2,079,664",0,15,49,11,2,1,71.5,286.8,62.7,62.5,1.804,54.6,3.143,2010
110,Kris Blanks,50,"$1,109,178",0,30,91,15,3,0,71.0,286.4,66.9,64.9,1.832,40.8,3.374,2010
111,Trevor Immelman,43,"$422,171",0,19,55,9,0,0,71.4,286.4,64.1,66.1,1.833,59.8,2.945,2010
112,Steve Lowery,62,"$118,602",0,25,67,10,0,0,71.9,286.2,61.9,61.6,1.797,39.5,3.179,2010
113,James Nitties,40,"$525,034",0,30,92,15,1,0,70.8,286.2,65.7,62.1,1.776,50.5,3.609,2010
114,Joe Ogilvie,49,"$641,797",0,32,99,17,1,0,71.0,285.9,59.3,62.1,1.776,52.3,3.495,2010
115,Cameron Beckman,53,"$1,158,485",0,25,68,9,3,1,71.1,285.7,63.7,62.3,1.807,50.0,3.294,2010
116,Joe Durant,59,"$788,755",0,19,67,14,2,0,69.8,285.6,75.9,65.5,1.787,41.1,3.597,2010
117,Ricky Barnes,42,"$1,835,195",0,28,103,23,6,0,70.5,285.5,58.4,68.2,1.776,54.3,3.612,2010
118,Webb Simpson,37,"$972,962",0,31,98,18,2,0,70.2,285.4,60.5,66.2,1.751,55.1,3.684,2010
119,Chad Campbell,48,"$971,154",0,28,94,21,2,0,69.7,285.1,69.0,68.3,1.794,52.7,3.500,2010
120,Jay Williamson,56,"$404,498",0,24,76,13,1,0,70.6,285.1,69.9,61.7,1.800,55.0,3.447,2010
121,Aron Price,40,"$713,737",0,22,70,13,3,0,70.3,284.6,67.2,64.4,1.778,57.6,3.700,2010
122,Vaughn Taylor,47,"$1,838,862",0,26,87,17,6,0,70.6,284.4,68.3,68.3,1.767,51.0,3.736,2010
123,Vance Veazey,57,"$111,370",0,23,58,6,0,0,72.2,284.3,55.9,56.2,1.804,33.8,3.086,2010
124,Billy Mayfair,56,"$642,231",0,26,78,14,2,0,71.0,284.0,70.3,62.5,1.835,50.0,3.192,2010
125,Bob Estes,57,"$701,158",0,26,79,14,2,0,70.7,283.9,61.4,67.8,1.800,46.5,3.316,2010
126,Rod Pampling,53,"$299,264",0,26,77,12,0,0,71.2,283.5,65.5,64.9,1.800,46.0,3.026,2010
127,Michael Sim,38,"$1,338,926",0,20,63,13,3,0,70.5,283.3,63.3,65.3,1.745,51.6,3.556,2010
128,Shaun Micheel,54,"$1,025,501",0,21,70,14,3,0,70.6,283.2,62.7,57.2,1.761,46.8,3.471,2010
129,Brett Quigley,53,"$497,296",0,29,96,19,1,0,70.7,283.2,60.3,69.4,1.790,52.2,3.490,2010
130,Cliff Kresge,54,"$199,584",0,17,50,9,0,0,71.0,283.2,68.6,61.3,1.815,50.0,3.080,2010
131,K.J. Choi,52,"$2,199,962",717,22,82,19,4,0,70.4,283.1,66.0,65.2,1.774,59.1,3.622,2010
132,Freddie Jacobson,48,"$1,666,252",0,24,83,18,3,0,70.2,283.1,62.2,67.8,1.766,50.0,3.651,2010
133,D.A. Points,46,"$975,433",0,29,90,15,3,0,70.8,283.0,64.5,67.9,1.808,45.5,3.467,2010
134,Steve Stricker,56,"$4,190,236",2028,19,72,19,9,2,69.8,282.9,68.5,68.3,1.746,54.8,3.889,2010
135,Johnson Wagner,43,"$753,802",0,28,86,15,2,0,70.9,282.4,62.6,64.3,1.786,50.8,3.535,2010
136,Ben Crane,47,"$2,841,500",550,24,82,19,5,1,70.3,282.3,71.1,68.2,1.752,52.7,3.793,2010
137,Carl Pettersson,45,"$1,934,465",0,29,99,20,4,1,70.3,282.1,62.8,58.6,1.736,62.9,3.535,2010
138,Stephen Ames,58,"$916,527",0,23,74,17,1,0,70.5,282.0,66.5,67.8,1.771,57.3,3.527,2010
139,Briny Baird,50,"$753,578",0,28,87,15,1,0,70.3,282.0,65.5,66.2,1.807,60.0,3.241,2010
140,Jason Dufner,46,"$1,121,695",0,25,87,18,2,0,71.2,281.9,69.2,66.7,1.812,47.1,3.356,2010
141,Justin Bolli,47,"$73,990",0,23,55,4,0,0,72.4,281.8,66.3,57.8,1.834,40.5,2.818,2010
142,Dean Wilson,53,"$832,640",0,18,54,9,1,0,69.7,281.6,67.4,61.3,1.763,47.0,3.556,2010
143,Michael Bradley,56,"$360,845",0,24,77,14,0,0,70.7,281.5,60.4,65.1,1.800,50.0,3.416,2010
144,Michael Connell,--,"$846,459",0,25,89,19,2,0,70.5,281.3,63.4,60.9,1.773,52.1,3.539,2010
145,David Toms,56,"$1,590,998",0,25,85,19,2,0,70.2,281.3,71.9,67.6,1.753,50.0,3.741,2010
146,Charlie Wi,51,"$1,568,493",0,27,95,21,4,0,70.1,281.2,64.2,66.5,1.752,58.3,3.611,2010
147,Woody Austin,59,"$727,352",0,29,93,16,3,0,70.7,281.1,66.5,65.0,1.786,43.5,3.484,2010
148,Mark Calcavecchia,62,"$119,980",0,16,50,8,0,0,72.1,281.0,62.2,55.0,1.822,45.2,3.600,2010
149,J.P. Hayes,57,"$862,523",0,25,79,14,3,0,70.5,281.0,64.9,62.7,1.738,54.3,3.709,2010
150,Mark Wilson,48,"$789,681",0,28,87,16,2,0,70.6,280.6,68.9,67.0,1.805,57.9,3.356,2010
151,Spencer Levin,38,"$1,199,672",0,31,110,24,3,0,70.1,280.6,65.1,64.8,1.765,44.7,3.691,2010
152,John Mallinger,43,"$684,687",0,29,79,10,1,0,70.1,280.4,69.3,65.4,1.791,53.2,3.367,2010
153,Garrett Willis,49,"$871,763",0,24,82,17,1,0,70.7,280.2,70.4,66.5,1.780,46.9,3.695,2010
154,Tom Pernice Jr.,63,"$662,730",0,22,74,16,1,0,70.4,280.0,67.0,62.2,1.785,54.3,3.419,2010
155,Jason Bohn,49,"$1,904,763",0,25,84,16,2,1,70.6,279.8,66.9,67.8,1.755,40.9,3.619,2010
156,Zach Johnson,47,"$2,916,993",683,25,91,23,3,1,70.6,279.7,71.2,66.5,1.739,56.3,3.791,2010
157,Skip Kendall,58,"$304,439",0,18,58,11,1,0,71.1,279.5,69.6,53.9,1.789,41.7,3.362,2010
158,Nathan Green,47,"$636,180",0,27,86,16,1,0,71.3,279.5,61.0,63.2,1.781,57.2,3.244,2010
159,Jeff Maggert,59,"$801,579",0,28,76,11,2,0,71.1,279.1,67.5,59.7,1.793,41.7,3.408,2010
160,Chris DiMarco,54,"$409,205",0,25,90,20,1,0,69.6,279.0,70.1,63.6,1.768,50.4,3.267,2010
161,Jerod Turner,48,"$91,343",0,21,55,8,0,0,70.8,279.0,61.7,50.2,1.768,44.4,3.127,2010
162,Jerry Kelly,56,"$1,136,898",0,29,99,21,1,0,70.8,279.0,70.5,64.8,1.793,52.3,3.434,2010
163,Brian Davis,48,"$1,640,516",0,32,101,18,2,0,71.1,278.9,68.3,63.1,1.786,54.2,3.257,2010
164,Heath Slocum,49,"$2,387,687",0,25,97,23,5,1,70.5,278.9,72.4,66.7,1.802,50.0,3.485,2010
165,Tim Petrovic,56,"$1,028,960",0,32,105,19,2,0,70.7,278.7,67.4,66.3,1.776,48.1,3.495,2010
166,Ryuji Imada,46,"$1,028,869",0,28,90,16,4,0,70.4,278.7,63.1,64.5,1.755,57.9,3.500,2010
167,Kevin Na,39,"$2,021,815",570,26,93,23,4,0,70.0,278.6,66.5,65.9,1.752,54.8,3.753,2010
168,Scott Verplank,58,"$1,653,190",0,22,73,16,3,0,71.0,278.6,68.2,63.9,1.759,48.3,3.425,2010
169,Chris Riley,49,"$1,001,582",0,24,73,12,3,0,70.0,278.3,68.7,61.8,1.775,56.9,3.356,2010
170,Rocco Mediate,60,"$1,138,067",0,25,71,10,1,1,71.1,278.1,68.3,67.4,1.821,43.2,3.028,2010
171,Bryce Molder,44,"$1,428,438",0,26,84,16,6,0,70.3,278.0,63.2,62.2,1.766,54.0,3.667,2010
172,Justin Leonard,50,"$1,026,445",0,27,88,19,1,0,70.6,277.8,69.5,65.1,1.755,47.7,3.557,2010
173,Alex Cejka,52,"$904,253",0,28,81,13,4,0,71.3,277.4,70.3,65.0,1.800,44.2,3.284,2010
174,Steve Flesch,55,"$440,374",0,25,78,13,1,0,71.6,277.4,66.0,59.5,1.769,47.8,3.269,2010
175,Richard Johnson,46,"$678,515",0,27,90,18,2,0,70.7,277.3,70.9,62.4,1.793,39.8,3.222,2010
176,Brandt Snedeker,42,"$1,602,690",0,26,89,18,5,0,70.3,277.1,64.3,62.4,1.710,59.2,3.820,2010
177,Luke Donald,45,"$3,665,234",2700,20,68,16,7,0,70.3,277.0,62.4,65.3,1.751,65.8,3.544,2010
178,Kevin Johnson,55,"$69,806",0,26,62,5,0,0,72.5,276.5,63.8,56.5,1.798,43.4,3.065,2010
179,Jim Furyk,52,"$4,809,623",2980,21,74,18,7,3,70.2,276.0,71.0,67.1,1.767,48.0,3.635,2010
180,Chad Collins,44,"$815,961",0,26,87,18,3,0,70.1,275.8,60.3,57.5,1.751,60.4,3.483,2010
181,Brent Delahoussaye,41,"$69,708",0,21,57,7,0,0,71.5,275.6,67.3,59.7,1.814,40.5,2.947,2010
182,Ben Curtis,45,"$812,136",0,24,78,16,1,0,71.0,275.5,70.1,68.0,1.800,54.9,3.077,2010
183,Greg Chalmers,49,"$989,415",0,27,93,19,2,0,70.3,275.5,59.8,66.0,1.748,57.5,3.527,2010
184,Mike Weir,52,"$559,092",0,19,57,11,1,0,71.8,273.9,53.8,57.9,1.761,59.5,3.140,2010
185,Paul Goydos,58,"$1,121,250",0,25,78,14,3,0,71.3,273.6,70.6,66.0,1.759,39.1,3.654,2010
186,Jeff Quinney,44,"$605,866",0,29,91,16,2,0,70.4,273.3,70.3,62.6,1.742,50.0,3.747,2010
187,Greg Kraft,59,"$52,176",0,22,53,4,0,0,71.4,273.2,62.5,53.6,1.829,48.1,2.736,2010
188,Tim Clark,47,"$3,530,003",592,24,85,20,7,1,70.3,272.2,73.7,66.7,1.756,61.6,3.518,2010
189,Omar Uresti,54,"$283,455",0,27,74,10,1,0,71.1,272.0,76.1,62.7,1.819,51.2,2.986,2010
190,Brad Faxon,61,"$55,482",0,23,58,5,0,0,72.7,271.4,59.5,55.0,1.751,37.5,3.190,2010
191,Craig Bowden,54,"$140,935",0,20,56,8,0,0,72.1,270.0,72.9,57.0,1.831,40.3,2.804,2010
192,Brian Gay,51,"$1,521,663",0,30,98,20,2,0,70.5,266.4,74.0,63.4,1.735,59.3,3.408,2010
1,Robert Garrigus,45,"$657,482",0,25,83,17,1,0,70.4,311.9,56.9,67.1,1.792,41.6,3.675,2009
2,Bubba Watson,44,"$1,430,244",0,24,74,13,2,0,69.9,311.4,53.0,64.2,1.762,45.9,3.608,2009
3,Dustin Johnson,38,"$2,977,901",700,25,84,20,5,1,70.5,308.3,55.4,66.1,1.748,52.9,4.060,2009
4,Tag Ridings,48,"$363,597",0,16,50,9,1,0,70.3,307.4,56.1,58.4,1.772,43.8,3.660,2009
5,Gary Woodland,38,"$121,031",0,18,53,8,0,0,71.9,307.3,53.1,57.8,1.824,31.7,3.679,2009
6,Nick Watney,41,"$3,221,421",748,24,86,19,4,1,70.4,305.3,57.8,66.1,1.778,49.7,3.826,2009
7,J.B. Holmes,40,"$1,219,534",0,25,74,13,2,0,72.0,304.5,48.0,61.2,1.813,42.9,3.473,2009
8,Angel Cabrera,53,"$2,625,472",558,18,54,12,3,1,71.1,304.1,51.5,62.3,1.777,51.9,3.630,2009
9,Troy Matteson,43,"$1,466,252",0,30,95,19,1,1,70.6,301.7,60.0,65.5,1.787,37.4,3.442,2009
10,Harrison Frazar,51,"$738,797",0,28,93,19,1,0,70.2,300.9,54.3,62.8,1.727,46.6,3.925,2009
11,Charley Hoffman,46,"$1,895,117",0,27,97,22,4,0,70.3,300.8,57.6,66.8,1.753,46.5,3.835,2009
12,Scott Piercy,44,"$1,032,716",0,28,86,16,2,0,70.8,300.5,55.8,62.3,1.771,46.4,3.884,2009
13,Phil Mickelson,52,"$5,332,755",2920,19,63,16,8,4,70.8,300.1,52.2,64.3,1.753,46.6,3.778,2009
14,Martin Laird,40,"$1,349,559",0,24,72,12,2,1,70.9,299.9,63.1,64.5,1.766,38.9,3.819,2009
15,Davis Love III,58,"$1,622,570",0,27,87,20,2,0,70.7,299.9,59.0,66.9,1.797,52.2,3.460,2009
16,Anthony Kim,37,"$1,972,155",0,23,74,17,4,1,70.6,299.0,53.7,62.7,1.727,53.4,4.108,2009
17,Marc Leishman,39,"$1,743,551",592,28,91,18,3,0,70.6,298.6,59.4,64.2,1.777,48.6,3.604,2009
18,Sergio Garcia,43,"$1,217,322",0,17,58,14,3,0,70.6,298.5,59.6,65.6,1.782,52.9,3.362,2009
19,Andres Romero,41,"$789,305",0,20,58,11,2,0,71.5,298.5,51.6,63.8,1.779,42.4,3.586,2009
20,Charles Warren,47,"$475,726",0,20,63,13,0,0,70.9,298.4,63.9,62.0,1.804,47.4,3.635,2009
21,Tiger Woods,47,"$10,508,163",4000,18,62,16,15,7,68.8,298.4,64.3,68.5,1.743,61.9,4.145,2009
22,Bill Haas,40,"$1,427,918",0,29,91,16,4,0,70.4,298.0,62.8,64.4,1.770,54.9,3.703,2009
23,Matt Jones,42,"$593,515",0,17,56,12,2,0,70.3,297.5,55.4,60.0,1.782,52.3,3.696,2009
24,Fred Couples,63,"$1,201,361",0,16,54,10,4,0,70.6,297.5,55.9,67.1,1.762,33.3,3.981,2009
25,Lucas Glover,43,"$3,693,353",660,27,93,21,7,2,70.3,297.4,65.5,65.7,1.759,55.1,3.925,2009
26,Hunter Mahan,40,"$2,941,349",515,26,92,24,7,1,70.1,297.0,65.2,68.4,1.758,56.4,4.109,2009
27,Ryan Palmer,46,"$454,510",0,26,78,13,1,0,71.1,296.9,61.2,65.4,1.766,49.6,3.513,2009
28,John Merrick,41,"$1,438,892",0,28,91,17,4,0,70.8,296.9,61.5,59.2,1.769,39.5,3.604,2009
29,Daniel Chopra,49,"$814,561",0,28,90,16,2,0,70.7,296.9,57.4,63.1,1.738,49.1,3.878,2009
30,Leif Olson,41,"$412,966",0,21,51,5,1,0,72.2,296.8,55.5,56.3,1.785,36.7,3.353,2009
31,Kevin Streelman,44,"$1,007,722",0,29,97,19,2,0,70.5,296.7,61.2,63.9,1.778,46.2,3.794,2009
32,John Rollins,47,"$2,269,475",0,27,92,18,4,1,71.2,296.5,65.9,61.4,1.770,52.4,3.424,2009
33,Jonathan Byrd,45,"$1,317,545",0,25,89,19,2,0,70.3,296.0,66.3,67.4,1.756,46.3,4.090,2009
34,Ryan Moore,40,"$2,240,871",0,27,89,16,6,1,70.5,295.9,65.5,63.2,1.769,47.3,3.775,2009
35,Steve Marino,43,"$2,164,040",697,29,98,21,5,0,70.1,295.7,63.4,65.5,1.765,45.1,3.684,2009
36,Jason Day,35,"$1,251,219",0,18,62,14,2,0,69.0,295.3,60.2,56.3,1.743,57.6,3.871,2009
37,Adam Scott,42,"$783,138",0,20,52,9,1,0,72.1,294.9,58.8,62.8,1.828,46.7,3.288,2009
38,Nicholas Thompson,40,"$675,178",0,31,96,16,1,0,71.1,294.8,64.0,65.7,1.793,50.0,3.646,2009
39,Stewart Cink,49,"$2,821,030",505,23,73,17,5,2,71.1,294.7,58.6,63.5,1.775,46.7,3.178,2009
40,John Senden,52,"$2,305,668",560,29,100,22,7,0,70.2,294.2,64.8,70.9,1.787,53.8,3.530,2009
41,Vijay Singh,60,"$1,276,815",0,21,69,15,3,0,71.1,293.9,60.9,66.2,1.810,44.9,3.391,2009
42,Michael Letzig,42,"$896,478",0,28,97,21,2,0,70.5,293.9,60.5,61.7,1.766,56.0,3.639,2009
43,J.J. Henry,48,"$1,161,823",0,28,97,22,3,0,70.4,293.7,61.3,65.3,1.806,51.6,3.258,2009
44,Jeff Overton,39,"$1,193,347",0,28,92,20,3,0,71.1,293.6,53.9,58.8,1.766,45.7,3.565,2009
45,Ted Purdy,49,"$838,707",0,30,101,21,1,0,70.7,293.5,64.0,61.0,1.774,44.8,3.812,2009
46,Sean O'Hair,40,"$4,316,493",2200,24,76,18,10,2,70.4,293.3,61.6,67.8,1.781,51.8,3.816,2009
47,Rory Sabbatini,47,"$2,752,291",0,25,80,17,4,1,70.6,293.2,57.9,65.6,1.767,50.0,3.725,2009
48,Robert Allenby,51,"$1,890,946",0,22,70,16,3,0,70.8,293.1,66.9,68.1,1.841,54.6,3.171,2009
49,Kenny Perry,62,"$4,445,562",1450,25,91,24,9,3,70.1,293.1,67.0,67.3,1.775,52.8,3.714,2009
50,Camilo Villegas,41,"$1,804,981",0,22,73,18,4,0,70.8,293.0,61.3,66.7,1.782,48.8,3.630,2009
51,Matt Bettencourt,47,"$740,316",0,31,98,17,2,0,71.2,292.9,58.6,63.0,1.775,45.7,3.735,2009
52,Peter Tomasulo,41,"$128,706",0,25,61,5,0,0,72.0,292.8,63.9,58.3,1.825,50.6,3.213,2009
53,Charles Howell III,43,"$1,806,335",0,29,99,21,3,0,70.6,292.6,58.9,61.7,1.775,48.3,3.545,2009
54,Bo Van Pelt,47,"$1,945,528",0,30,100,21,5,1,70.1,292.5,65.6,61.4,1.744,49.0,3.950,2009
55,David Duval,51,"$623,824",0,22,57,6,1,0,71.5,292.4,50.9,60.9,1.754,51.9,3.263,2009
56,Ricky Barnes,42,"$684,863",0,23,67,11,1,0,71.3,292.4,58.3,60.0,1.833,42.7,3.060,2009
57,Bill Lunde,47,"$825,691",0,27,83,15,2,0,70.4,292.4,64.0,65.4,1.795,48.8,3.386,2009
58,Retief Goosen,54,"$3,232,650",640,21,73,19,5,1,70.7,292.3,59.6,62.3,1.763,60.0,3.247,2009
59,Greg Owen,51,"$764,004",0,30,97,19,1,0,70.3,292.1,67.3,64.6,1.807,45.9,3.577,2009
60,George McNeill,47,"$1,439,220",0,26,82,15,3,0,70.4,292.1,60.5,62.1,1.757,58.4,3.634,2009
61,Tim Herron,53,"$620,616",0,27,87,16,0,0,70.6,291.8,58.3,63.9,1.770,52.3,3.552,2009
62,Boo Weekley,49,"$1,107,935",0,22,77,18,1,0,70.9,291.7,68.4,66.8,1.814,42.0,3.545,2009
63,Geoff Ogilvy,45,"$3,866,270",712,21,72,18,5,2,70.7,291.5,58.4,64.3,1.748,54.8,3.819,2009
64,James Nitties,40,"$931,532",0,27,86,15,2,0,70.7,291.5,62.6,60.4,1.758,46.8,3.558,2009
65,Y.E. Yang,51,"$3,489,516",565,24,83,19,4,2,70.7,291.3,60.6,63.0,1.781,53.3,3.675,2009
66,Ernie Els,53,"$2,147,157",690,20,66,16,7,0,70.8,291.2,64.9,66.1,1.795,48.0,3.485,2009
67,Joe Ogilvie,49,"$613,979",0,29,86,15,1,0,69.8,291.1,57.5,60.8,1.731,58.6,3.674,2009
68,Mathew Goggin,48,"$1,118,845",0,26,74,14,3,0,71.1,291.1,66.1,65.6,1.796,46.3,3.405,2009
69,Kris Blanks,50,"$307,322",0,20,60,9,1,0,70.7,291.0,66.5,59.6,1.756,38.9,3.733,2009
70,Chad Campbell,48,"$1,725,237",0,26,90,19,3,0,70.3,291.0,63.5,66.1,1.773,52.1,3.600,2009
71,Jason Gore,48,"$408,811",0,24,74,12,2,0,71.3,290.8,66.1,61.2,1.810,48.0,3.351,2009
72,Chris Stroud,41,"$735,019",0,28,88,17,2,0,70.5,290.7,63.7,65.6,1.775,46.4,3.670,2009
73,Jimmy Walker,45,"$662,875",0,24,74,14,2,0,70.9,290.6,53.6,58.1,1.766,58.1,3.311,2009
74,Steve Lowery,62,"$329,289",0,27,83,17,0,0,71.2,290.4,65.5,64.1,1.787,44.4,3.518,2009
75,Kevin Stadler,43,"$934,314",0,20,65,13,1,0,70.4,290.3,62.3,58.6,1.803,50.7,3.215,2009
76,Brendon de Jonge,42,"$536,696",0,29,90,16,2,0,70.9,290.2,61.9,63.7,1.779,50.0,3.744,2009
77,Stuart Appleby,51,"$562,837",0,25,78,16,1,0,71.8,290.1,59.1,63.2,1.809,47.1,3.026,2009
78,Will MacKenzie,48,"$659,686",0,24,69,9,2,0,71.6,289.4,66.1,67.9,1.827,37.5,3.377,2009
79,D.J. Trahan,42,"$1,078,486",0,30,96,18,3,0,70.5,289.2,67.2,70.4,1.799,41.9,3.760,2009
80,Michael Allen,64,"$744,456",0,22,73,15,1,0,70.7,289.1,68.1,63.5,1.771,47.2,3.534,2009
81,Jeff Maggert,59,"$653,259",0,28,79,11,2,0,70.8,289.1,68.3,68.2,1.821,50.4,3.418,2009
82,Kevin Sutherland,58,"$1,221,995",0,27,95,22,2,0,70.7,289.1,62.6,66.7,1.773,57.0,3.547,2009
83,Matt Weibring,43,"$542,553",0,22,65,11,1,0,70.4,288.7,64.9,59.6,1.760,57.1,3.785,2009
84,Brian Bateman,50,"$43,611",0,25,57,4,0,0,69.3,288.7,56.4,64.7,1.800,40.7,2.965,2009
85,Brad Adamonis,50,"$334,181",0,25,71,11,1,0,70.3,288.7,57.0,61.2,1.799,58.9,3.028,2009
86,Carl Pettersson,45,"$564,810",0,29,86,15,1,0,71.5,288.7,57.5,62.5,1.774,51.0,3.233,2009
