rank,name,age,earnings,cup,events,rounds,cuts,top10,wins,score,ddis,dacc,girr,putts,sand,birds,year
3,Robert Garrigus,45,"$537,595",0,28,85,16,1,0,69.8,309.9,57.4,63.8,1.794,46.6,3.765,2006
4,Steven Bowditch,39,"$11,160",0,22,49,3,0,0,63.2,308.5,53.9,51.7,1.808,42.3,2.633,2006
5,Brett Wetterich,49,"$3,023,185",0,25,82,16,6,1,70.7,307.9,61.5,67.8,1.766,52.9,4.037,2006
6,John Daly,56,"$192,134",0,21,54,8,0,0,66.1,307.3,52.5,60.9,1.790,43.2,3.148,2006
7,Tiger Woods,47,"$9,941,563",0,15,55,13,11,8,67.4,306.4,60.7,71.3,1.756,55.2,4.455,2006
8,Ryan Hietala,49,"$87,772",0,23,59,8,0,0,72.6,305.8,51.3,60.0,1.808,40.7,3.017,2006
9,Tag Ridings,48,"$498,242",0,33,100,18,1,0,71.8,305.4,54.1,61.2,1.767,51.0,3.570,2006
10,Harrison Frazar,51,"$889,022",0,29,92,18,2,0,70.0,304.6,60.9,63.8,1.749,49.4,3.859,2006
11,Charley Hoffman,46,"$1,115,193",0,29,98,22,5,0,70.6,304.5,57.9,66.3,1.755,45.9,3.918,2006
12,Scott Gutschewski,46,"$379,488",0,19,51,8,2,0,71.4,303.3,64.8,66.3,1.777,41.8,3.490,2006
13,Alex Aragon,44,"$94,504",0,26,62,7,0,0,71.7,302.6,51.0,57.9,1.783,39.1,3.145,2006
14,Camilo Villegas,41,"$1,742,112",0,29,93,19,4,0,71.1,302.3,58.1,65.2,1.781,45.2,3.634,2006
15,Davis Love III,58,"$2,747,206",0,23,79,18,4,1,71.8,301.9,60.1,63.9,1.752,44.9,3.861,2006
16,Fred Couples,63,"$780,361",0,17,53,11,2,0,69.1,301.5,54.4,63.9,1.819,40.6,3.094,2006
17,Adam Scott,42,"$4,978,858",0,19,69,17,10,1,70.0,301.1,62.0,68.1,1.767,53.6,3.855,2006
18,Phil Mickelson,52,"$4,256,505",0,19,70,19,8,2,70.0,300.7,58.6,67.1,1.733,40.4,4.414,2006
19,Nick Watney,41,"$1,243,816",0,29,95,20,6,0,70.8,300.6,61.9,65.3,1.790,42.9,3.800,2006
20,Matt Hansen,43,"$187,252",0,25,67,10,0,0,70.7,300.5,59.8,66.8,1.842,39.1,3.313,2006
21,Charles Warren,47,"$1,018,841",0,27,90,20,2,0,70.7,300.1,64.1,67.8,1.800,44.2,3.422,2006
22,Chris Couch,49,"$1,356,731",0,27,76,10,1,1,70.6,299.8,60.9,66.1,1.793,34.8,3.724,2006
23,Jason Gore,48,"$717,005",0,29,86,15,4,0,70.5,299.6,59.9,62.9,1.798,49.3,3.221,2006
24,Lucas Glover,43,"$2,587,983",0,31,101,23,9,0,70.6,299.4,63.6,67.3,1.763,47.5,3.901,2006
25,Roger Tambellini,48,"$116,685",0,25,63,7,0,0,71.0,299.3,57.3,65.4,1.836,40.0,3.032,2006
26,Chris Smith,53,"$183,411",0,21,67,12,0,0,71.4,299.2,66.0,69.1,1.809,36.4,3.418,2006
27,Jeff Overton,39,"$577,132",0,28,93,20,2,0,71.0,299.0,58.3,65.2,1.792,51.5,3.484,2006
28,Troy Matteson,43,"$1,778,598",0,32,101,18,5,1,71.2,298.9,59.5,66.2,1.803,47.8,3.446,2006
29,Bubba Dickerson,41,"$650,314",0,32,98,19,3,0,69.9,298.8,62.6,65.2,1.781,50.3,3.602,2006
30,Kris Cox,49,"$517,836",0,28,81,13,1,0,71.1,298.5,59.4,66.1,1.788,48.0,3.457,2006
31,Daniel Chopra,49,"$1,530,455",0,33,107,22,6,0,70.7,298.5,56.8,63.3,1.714,52.7,4.028,2006
32,Pat Perez,47,"$719,507",0,19,55,9,1,0,65.1,298.4,59.3,60.8,1.778,46.1,3.364,2006
33,Jonathan Byrd,45,"$1,408,418",0,20,68,12,5,0,67.9,298.1,64.2,68.5,1.752,48.6,4.103,2006
34,Jon Mills,45,"$65,494",0,27,66,7,0,0,72.1,298.0,57.0,62.4,1.845,53.2,2.833,2006
35,Bo Van Pelt,47,"$1,389,927",0,28,102,23,4,0,70.8,297.6,60.7,66.4,1.774,50.0,3.824,2006
36,Retief Goosen,54,"$2,617,453",0,18,61,16,6,0,71.0,297.6,57.3,64.4,1.771,49.5,3.574,2006
37,David Duval,51,"$318,276",0,24,69,12,0,0,72.1,297.4,51.1,59.8,1.771,49.6,3.420,2006
38,Brandt Jobe,57,"$802,432",0,28,89,19,2,0,70.4,297.2,61.1,67.2,1.789,46.9,3.360,2006
39,Jimmy Walker,45,"$153,950",0,21,58,10,0,0,71.6,297.0,50.1,61.8,1.766,46.7,3.310,2006
40,Henrik Bjornstad,43,"$491,043",0,31,95,18,1,0,71.5,297.0,62.5,64.4,1.800,46.0,3.179,2006
41,Brian Bateman,50,"$645,153",0,26,67,10,1,0,69.4,296.9,59.6,63.0,1.809,47.4,3.000,2006
42,Will MacKenzie,48,"$879,965",0,29,88,16,1,1,71.1,296.8,63.0,67.9,1.812,38.3,3.557,2006
43,Bill Haas,40,"$887,024",0,30,96,19,1,0,71.0,296.7,57.8,64.2,1.787,48.1,3.469,2006
44,James Driscoll,45,"$219,904",0,29,80,11,0,0,72.3,296.3,50.5,61.1,1.816,49.3,3.263,2006
45,John Senden,52,"$1,650,674",0,28,93,20,3,1,70.5,296.2,64.9,71.1,1.793,52.0,3.516,2006
46,Mathew Goggin,48,"$1,076,142",0,26,71,11,3,0,70.6,296.1,63.5,67.0,1.826,46.0,3.310,2006
47,J.J. Henry,48,"$2,301,481",0,28,93,20,5,1,70.8,295.9,60.1,68.2,1.788,39.7,3.505,2006
48,Ryan Palmer,46,"$1,092,853",0,30,99,21,4,0,70.9,295.9,62.0,64.1,1.766,43.4,3.778,2006
49,Nicholas Thompson,40,"$264,717",0,32,93,15,1,0,72.0,295.7,67.5,65.2,1.830,44.7,3.301,2006
50,Rich Beem,52,"$658,225",0,27,83,16,1,0,71.5,295.6,63.2,66.1,1.788,45.5,3.578,2006
51,John Rollins,47,"$1,498,828",0,28,91,19,4,1,71.1,295.6,64.2,65.8,1.761,38.0,3.670,2006
52,Paul Stankowski,53,"$319,597",0,22,70,13,0,0,71.5,295.4,61.3,65.8,1.811,48.9,3.229,2006
53,Charles Howell III,43,"$1,553,105",0,30,95,21,3,0,70.7,295.4,56.4,65.1,1.825,48.3,3.158,2006
54,Geoff Ogilvy,45,"$4,354,970",0,20,75,17,5,2,72.2,295.3,62.0,58.7,1.769,56.7,3.600,2006
55,Mathias Gronberg,53,"$674,002",0,30,89,16,1,0,71.1,295.1,62.5,66.4,1.800,41.0,3.640,2006
56,Greg Owen,51,"$1,316,685",0,24,78,16,2,0,70.1,295.1,67.1,68.5,1.812,43.3,3.551,2006
57,Ernie Els,53,"$2,326,220",0,18,65,18,8,0,70.6,295.1,57.7,62.6,1.762,52.4,3.585,2006
58,Eric Axley,48,"$1,274,580",0,29,89,17,2,1,71.0,295.0,63.8,65.4,1.751,40.3,3.719,2006
59,Hunter Mahan,40,"$1,107,457",0,29,99,21,2,0,70.0,294.9,68.4,66.7,1.776,46.3,3.798,2006
60,Trevor Immelman,43,"$3,844,189",0,24,86,19,8,1,69.9,294.9,62.1,69.0,1.771,55.0,3.779,2006
61,Tim Herron,53,"$1,776,142",0,27,81,15,2,1,71.7,294.8,58.4,62.6,1.802,51.9,3.086,2006
62,Padraig Harrington,51,"$1,339,675",0,15,53,12,3,0,70.9,294.7,66.1,61.5,1.758,51.4,3.717,2006
63,Jonathan Kaye,52,"$578,714",0,32,95,17,1,0,69.0,294.5,65.4,67.6,1.828,34.4,3.211,2006
64,Craig Barlow,50,"$1,006,538",0,22,73,16,2,0,71.2,294.0,58.1,65.6,1.768,51.4,3.726,2006
65,Robert Allenby,51,"$1,503,581",0,22,79,18,3,0,69.5,293.9,69.3,67.0,1.746,51.5,3.620,2006
66,Danny Ellis,52,"$382,501",0,23,65,11,1,0,70.5,293.7,60.7,61.6,1.764,43.2,3.354,2006
67,Vijay Singh,60,"$4,602,417",0,27,101,25,13,1,70.2,293.7,59.3,67.2,1.753,55.7,3.871,2006
68,Kevin Sutherland,58,"$751,626",0,29,96,21,0,0,70.7,293.5,64.5,68.1,1.798,53.8,3.385,2006
69,Carlos Franco,57,"$454,385",0,29,86,13,1,0,71.9,293.4,55.8,65.1,1.813,51.7,3.326,2006
70,Jason Schultz,50,"$147,424",0,28,75,11,0,0,71.7,293.2,59.1,63.0,1.811,45.2,3.253,2006
71,Kenny Perry,62,"$818,698",0,22,73,16,0,0,71.0,293.1,68.5,67.7,1.815,48.8,3.356,2006
72,Sean O'Hair,40,"$1,411,388",0,30,101,20,2,0,70.9,292.8,63.7,63.3,1.802,51.9,3.485,2006
73,Sergio Garcia,43,"$1,560,733",0,17,56,13,5,0,70.2,292.7,61.2,67.5,1.802,45.7,3.714,2006
74,Bob May,54,"$548,712",0,21,62,12,1,0,70.8,292.6,61.9,68.9,1.787,56.4,3.629,2006
75,Ryan Moore,40,"$1,122,118",0,22,66,13,4,0,70.0,292.5,67.0,63.2,1.773,53.2,3.515,2006
76,John Huston,61,"$431,025",0,27,77,13,1,0,66.7,292.1,58.7,60.8,1.779,48.2,3.234,2006
77,Stewart Cink,49,"$2,755,911",0,26,88,22,7,0,70.3,292.0,59.7,64.7,1.759,58.0,3.648,2006
78,Ian Leggatt,57,"$377,903",0,29,76,10,1,0,71.9,292.0,61.3,63.2,1.793,47.9,3.289,2006
79,Marco Dawson,59,"$545,076",0,27,87,16,1,0,71.0,291.9,61.0,64.8,1.754,51.6,3.736,2006
80,Michael Allen,64,"$470,946",0,25,85,17,0,0,70.2,291.8,58.0,62.6,1.746,59.1,3.694,2006
81,"Wes Short, Jr.",59,"$422,506",0,33,94,15,0,0,72.3,291.6,57.9,64.1,1.785,48.4,3.553,2006
82,D.J. Trahan,42,"$1,035,242",0,33,92,14,2,1,69.9,291.6,64.0,63.1,1.782,50.0,3.391,2006
83,Justin Rose,42,"$1,629,288",0,28,95,21,5,0,70.3,291.4,64.0,67.9,1.759,53.8,4.011,2006
84,Len Mattiace,55,"$66,540",0,22,59,6,0,0,72.4,291.2,56.6,58.6,1.772,47.4,3.119,2006
85,Chad Campbell,48,"$2,811,067",0,25,90,20,5,1,70.9,290.9,59.8,65.2,1.795,58.5,3.511,2006
86,Freddie Jacobson,48,"$788,764",0,18,56,10,2,0,71.3,290.7,62.5,63.9,1.759,50.0,3.554,2006
87,Jesper Parnevik,58,"$1,308,310",0,24,84,17,4,0,70.6,290.5,61.4,64.4,1.747,47.3,3.583,2006
88,Rory Sabbatini,47,"$2,861,751",0,24,83,19,5,1,70.8,290.4,56.6,64.5,1.781,53.0,3.627,2006
89,Stephen Ames,58,"$2,395,155",0,22,65,13,3,1,67.5,289.9,63.0,64.4,1.752,45.5,3.477,2006
90,Jeff Gove,51,"$793,477",0,29,87,16,2,0,70.7,289.8,65.7,72.0,1.813,50.5,3.471,2006
91,Stuart Appleby,51,"$3,470,458",0,23,78,20,6,2,70.9,289.7,59.6,63.5,1.745,56.7,3.705,2006
92,D.A. Points,46,"$405,984",0,28,80,13,1,0,71.5,289.6,62.3,62.8,1.772,45.2,3.563,2006
93,Brett Quigley,53,"$2,617,419",0,33,105,22,10,0,70.3,289.6,58.8,67.7,1.779,53.6,3.619,2006
94,John Riegger,59,"$230,765",0,20,52,5,1,0,68.1,289.4,70.5,64.4,1.801,36.4,3.115,2006
95,Joe Durant,59,"$2,811,139",0,28,101,22,7,1,70.8,289.2,78.4,69.7,1.785,42.2,3.634,2006
96,Jason Bohn,49,"$1,676,893",0,29,104,23,3,0,70.8,289.0,66.7,65.8,1.799,52.9,3.471,2006
97,Alex Cejka,52,"$525,484",0,30,92,17,2,0,70.2,288.9,66.4,67.7,1.777,45.1,3.663,2006
98,Shaun Micheel,54,"$1,632,842",0,29,93,19,2,0,70.9,288.4,61.9,67.6,1.778,46.3,3.484,2006
99,Aaron Baddeley,42,"$1,516,513",0,25,76,15,2,1,71.4,288.3,60.8,58.0,1.751,55.4,3.434,2006
100,Rod Pampling,53,"$2,664,673",0,24,84,21,6,1,71.0,288.3,60.5,62.4,1.746,59.1,3.595,2006
101,Ian Poulter,47,"$1,553,907",0,15,53,13,4,0,71.2,287.9,70.3,64.8,1.769,50.7,3.604,2006
102,Ted Purdy,49,"$1,216,428",0,33,102,18,3,0,71.5,287.9,65.9,67.0,1.796,42.3,3.471,2006
103,Patrick Sheehan,53,"$386,797",0,34,100,17,1,0,71.4,287.8,65.0,63.7,1.789,40.5,3.240,2006
104,David Branshaw,53,"$706,346",0,29,99,20,2,0,70.1,287.8,68.3,69.4,1.795,50.7,3.323,2006
105,Woody Austin,59,"$1,179,321",0,31,108,22,4,0,70.5,287.7,61.1,62.6,1.773,46.4,3.565,2006
106,Arjun Atwal,50,"$550,535",0,33,96,16,1,0,70.5,287.7,63.3,63.9,1.765,51.8,3.438,2006
107,"John Engler, Jr.",--,"$72,694",0,27,67,8,0,0,72.8,287.5,58.2,59.6,1.812,49.6,2.821,2006
108,Joe Ogilvie,49,"$1,073,111",0,29,91,18,3,0,70.8,287.3,64.1,65.0,1.758,53.6,3.670,2006
109,J.P. Hayes,57,"$701,433",0,19,55,8,2,0,71.2,287.3,66.9,64.2,1.753,36.8,3.964,2006
110,José María Olazábal,57,"$2,120,422",0,18,58,15,4,0,71.1,287.2,59.7,65.3,1.770,54.4,3.397,2006
111,Kent Jones,56,"$860,766",0,32,101,19,2,0,71.0,287.2,68.0,65.3,1.765,52.9,3.475,2006
112,Steve Lowery,62,"$1,124,950",0,31,99,20,3,0,69.8,287.1,62.5,64.6,1.784,52.3,3.364,2006
113,Thomas Levet,54,"$163,110",0,19,54,10,0,0,68.0,287.1,64.0,64.4,1.854,47.5,2.741,2006
114,Brent Geiberger,54,"$590,478",0,30,98,20,1,0,70.2,287.0,67.0,64.8,1.778,48.4,3.347,2006
115,K.J. Choi,52,"$2,376,548",0,26,92,22,4,1,70.7,287.0,65.0,68.1,1.793,56.5,3.435,2006
116,Greg Chalmers,49,"$151,265",0,28,67,8,0,0,72.2,286.8,53.8,59.0,1.767,56.1,3.254,2006
117,Vaughn Taylor,47,"$1,783,945",0,26,88,18,6,0,70.9,286.8,63.3,64.0,1.727,57.4,4.023,2006
118,Brian Davis,48,"$762,281",0,28,91,19,2,0,70.3,286.7,70.1,65.3,1.790,49.4,3.495,2006
119,Duffy Waldorf,60,"$625,513",0,28,92,19,1,0,71.0,286.7,67.9,66.2,1.801,58.9,3.457,2006
120,Carl Pettersson,45,"$2,647,982",0,28,95,20,6,1,71.3,286.6,61.1,61.0,1.776,53.0,3.400,2006
121,Bob Estes,57,"$1,340,244",0,25,85,17,2,0,70.7,286.6,64.0,66.7,1.778,52.3,3.482,2006
122,Tom Lehman,64,"$1,692,081",0,21,63,14,4,0,70.5,286.6,61.0,62.6,1.828,39.4,2.889,2006
123,Steve Flesch,55,"$1,417,616",0,33,115,26,4,0,70.8,286.4,65.6,65.9,1.773,55.6,3.470,2006
124,Frank Lickliter,53,"$1,655,678",0,29,97,20,6,0,70.5,286.3,66.8,67.9,1.764,44.1,3.742,2006
125,Dudley Hart,54,"$762,736",0,29,87,15,3,0,67.8,286.3,58.1,62.2,1.785,62.2,3.345,2006
126,Shigeki Maruyama,53,"$1,154,115",0,30,94,19,4,0,69.2,286.3,61.4,63.5,1.750,50.0,3.532,2006
127,Jeff Brehaut,59,"$558,594",0,33,96,16,2,0,71.4,286.2,66.2,67.2,1.786,42.3,3.573,2006
128,Paul Azinger,63,"$702,090",0,30,92,16,1,0,67.2,286.1,62.7,61.6,1.768,52.3,3.098,2006
129,Steve Elkington,60,"$255,197",0,17,52,10,0,0,71.0,286.0,73.9,68.2,1.815,57.1,3.250,2006
130,Ben Crane,47,"$1,489,093",0,26,83,19,3,0,68.7,285.9,63.5,61.2,1.738,45.6,3.602,2006
131,Vance Veazey,57,"$207,077",0,20,60,10,0,0,70.8,285.8,57.8,61.5,1.755,48.2,3.333,2006
132,Bernhard Langer,65,"$561,513",0,24,75,15,1,0,70.1,285.8,62.5,63.9,1.778,49.5,3.333,2006
133,David Toms,56,"$2,911,187",0,22,71,17,6,1,69.6,285.7,69.1,65.2,1.759,59.4,3.761,2006
134,Billy Andrade,59,"$1,057,927",0,24,75,15,3,0,70.1,285.6,62.8,66.4,1.790,44.4,3.347,2006
135,Rocco Mediate,60,"$145,899",0,18,52,8,0,0,67.9,285.4,65.5,63.5,1.846,41.3,2.750,2006
136,Jay Williamson,56,"$86,150",0,18,50,6,0,0,69.6,285.4,69.4,61.7,1.825,42.1,2.820,2006
137,Briny Baird,50,"$844,547",0,25,78,16,3,0,69.6,285.3,71.5,69.8,1.783,42.6,3.718,2006
138,Steve Stricker,56,"$1,811,811",0,17,62,16,7,0,69.5,285.3,67.0,67.9,1.736,62.0,3.919,2006
139,Arron Oberholser,48,"$2,467,772",0,23,80,20,4,1,70.5,285.1,62.5,68.3,1.777,45.6,3.675,2006
140,Ryuji Imada,46,"$1,018,140",0,31,104,22,1,0,69.4,285.0,58.6,64.5,1.768,54.3,3.317,2006
141,Bob Tway,63,"$299,726",0,25,78,15,0,0,71.5,284.9,61.1,63.8,1.776,42.4,3.282,2006
142,Mike Sposa,53,"$132,131",0,25,66,10,0,0,70.7,284.9,65.7,62.0,1.821,57.1,3.136,2006
143,David McKenzie,55,"$425,228",0,28,80,13,2,0,71.2,284.6,67.4,65.8,1.777,50.9,3.463,2006
144,Daisuke Maruyama,52,"$956,874",0,25,79,16,4,0,71.0,284.5,71.8,66.0,1.787,44.9,3.544,2006
145,Chris Riley,49,"$495,314",0,27,84,16,1,0,69.4,284.5,70.6,62.1,1.761,62.5,3.464,2006
146,Joey Sindelar,65,"$802,507",0,29,90,15,4,0,71.6,284.3,65.7,68.6,1.799,40.5,3.311,2006
147,Tom Pernice Jr.,63,"$2,396,548",0,33,104,20,7,0,70.7,284.0,65.3,64.5,1.757,51.7,3.635,2006
148,Zach Johnson,47,"$2,452,250",0,27,90,21,4,0,70.8,283.7,69.6,65.2,1.779,46.5,3.311,2006
149,Todd Hamilton,57,"$165,152",0,27,72,8,1,0,73.2,283.6,56.3,56.8,1.795,41.3,2.875,2006
150,Luke Donald,45,"$3,177,408",0,18,65,16,10,1,69.0,283.5,66.9,65.0,1.752,62.5,3.646,2006
151,Richard Johnson,46,"$1,555,376",0,30,96,17,3,0,71.0,283.4,67.9,64.5,1.764,46.8,3.438,2006
152,Tjaart van der Walt,48,"$234,918",0,21,57,10,1,0,71.4,283.0,69.8,64.4,1.809,46.7,3.018,2006
153,Dean Wilson,53,"$2,509,857",0,34,111,23,6,1,70.7,282.9,63.5,65.2,1.764,55.9,3.514,2006
154,Lee Janzen,58,"$524,198",0,28,80,11,2,0,71.1,282.7,56.3,63.0,1.765,49.6,3.488,2006
155,Mark Calcavecchia,62,"$705,315",0,27,94,22,1,0,71.3,282.7,65.3,61.3,1.791,45.0,3.617,2006
156,Tommy Armour III,63,"$352,446",0,25,70,9,0,0,66.4,282.5,66.7,61.9,1.752,44.5,3.343,2006
157,Billy Mayfair,56,"$1,367,998",0,29,95,18,4,0,70.3,282.3,70.1,66.5,1.796,48.6,3.274,2006
158,Justin Leonard,50,"$781,756",0,26,79,17,2,0,71.3,282.3,67.2,63.4,1.779,48.8,3.139,2006
159,Bart Bryant,60,"$1,316,131",0,26,86,19,2,0,71.2,282.2,72.8,68.7,1.812,41.8,3.140,2006
160,Jim Furyk,52,"$7,213,316",0,24,89,22,13,2,69.5,282.1,73.8,69.8,1.742,47.6,4.000,2006
161,Mark Wilson,48,"$444,318",0,24,76,16,1,0,70.8,282.1,67.2,67.8,1.759,55.8,3.711,2006
162,Michael Connell,--,"$97,771",0,22,49,4,0,0,71.0,282.1,61.1,64.1,1.819,45.1,3.020,2006
163,Ron Whittaker,51,"$300,033",0,28,81,14,1,0,69.8,282.1,68.6,65.2,1.792,38.4,3.111,2006
164,Nathan Green,47,"$1,700,803",0,30,104,24,6,0,71.0,282.0,63.1,62.9,1.760,53.1,3.625,2006
165,Robert Damron,50,"$451,299",0,31,91,13,1,0,71.5,282.0,62.9,63.5,1.781,50.4,3.341,2006
166,Hidemichi Tanaka,52,"$69,435",0,31,76,8,0,0,70.4,281.9,59.2,57.9,1.824,53.9,2.513,2006
167,Skip Kendall,58,"$439,934",0,22,73,14,1,0,70.1,281.6,72.1,67.2,1.770,50.5,3.342,2006
168,Jeff Maggert,59,"$1,430,376",0,26,81,14,2,1,71.7,281.5,71.9,65.2,1.790,44.2,3.321,2006
169,Heath Slocum,49,"$1,180,681",0,30,93,18,3,0,71.0,281.3,74.7,67.8,1.792,52.8,3.527,2006
170,Mike Weir,52,"$1,883,724",0,24,87,20,6,0,71.0,281.2,64.1,64.9,1.752,53.8,3.747,2006
171,Tim Petrovic,56,"$601,928",0,30,91,16,0,0,71.7,281.0,63.5,61.2,1.799,55.6,3.132,2006
172,Kirk Triplett,61,"$766,593",0,18,57,12,1,1,70.3,281.0,72.9,65.1,1.762,45.3,3.456,2006
173,Omar Uresti,54,"$583,704",0,22,59,9,2,0,70.8,280.7,74.2,66.2,1.811,47.9,3.305,2006
174,Peter Lonard,55,"$837,017",0,22,77,18,3,0,71.7,280.6,64.2,62.3,1.824,57.1,3.039,2006
175,Jeff Sluman,65,"$1,252,025",0,29,101,21,4,0,70.9,280.0,64.9,65.2,1.765,56.0,3.564,2006
176,Chris DiMarco,54,"$1,537,926",0,26,78,17,2,0,71.0,279.6,64.2,66.2,1.773,50.4,3.551,2006
177,J.L. Lewis,62,"$438,669",0,17,58,11,1,0,70.8,279.6,64.2,62.7,1.802,47.6,3.017,2006
178,Robert Gamez,54,"$493,641",0,30,94,16,0,0,71.5,279.5,69.5,64.7,1.788,52.9,3.362,2006
179,Shane Bertsch,53,"$697,059",0,34,105,20,1,0,69.3,279.1,67.3,62.5,1.754,44.4,3.533,2006
180,Ben Curtis,45,"$2,256,326",0,26,87,17,2,2,70.8,278.9,66.6,65.2,1.798,44.3,3.046,2006
181,Larry Mize,64,"$217,971",0,18,51,9,1,0,71.8,278.3,74.5,63.9,1.799,43.8,2.745,2006
182,Jerry Kelly,56,"$1,737,800",0,31,100,18,5,0,70.8,278.1,70.3,67.1,1.783,54.7,3.570,2006
183,Jerry Smith,58,"$568,213",0,29,92,18,1,0,70.9,278.1,69.7,66.5,1.781,58.6,3.554,2006
184,John Cook,65,"$644,505",0,22,67,11,2,0,71.0,277.3,70.6,66.3,1.790,46.1,3.224,2006
185,Steve Jones,64,"$308,360",0,27,82,16,0,0,71.8,277.1,64.5,62.8,1.809,50.7,3.085,2006
186,Olin Browne,63,"$754,061",0,30,104,23,2,0,71.3,276.8,73.6,64.3,1.764,45.3,3.510,2006
187,Tim Clark,47,"$1,974,931",0,22,80,19,4,0,71.2,276.7,67.3,65.1,1.763,47.9,3.763,2006
188,Stephen Leaney,54,"$746,747",0,27,84,14,2,0,70.8,276.5,65.8,67.1,1.754,51.5,3.464,2006
189,Scott Verplank,58,"$1,729,319",0,25,88,20,4,0,70.1,276.2,75.2,65.3,1.755,50.4,3.568,2006
190,Greg Kraft,59,"$273,734",0,26,75,14,0,0,71.6,276.0,70.0,62.7,1.770,45.1,3.227,2006
191,Doug Barron,53,"$388,226",0,28,75,11,2,0,70.0,275.6,67.5,60.4,1.781,59.7,3.160,2006
192,Brian Gay,51,"$1,037,600",0,31,107,22,2,0,70.3,275.1,68.6,63.1,1.729,61.6,3.598,2006
193,Mark O'Meara,66,"$203,667",0,18,50,8,0,0,72.4,274.8,57.5,59.3,1.777,52.2,3.060,2006
194,Todd Fischer,53,"$395,817",0,35,102,17,0,0,69.3,274.6,64.8,60.9,1.745,40.0,3.412,2006
195,Mark Brooks,62,"$207,958",0,36,90,10,0,0,71.2,274.6,69.4,61.9,1.803,48.8,2.878,2006
196,Paul Goydos,58,"$890,392",0,24,72,11,2,0,71.2,274.4,72.9,65.2,1.793,44.3,3.375,2006
197,Fred Funk,66,"$1,579,837",0,29,106,25,3,0,70.2,272.9,78.0,66.2,1.786,51.0,3.283,2006
198,Brad Faxon,61,"$543,681",0,26,78,13,0,0,72.2,270.3,57.5,58.0,1.771,46.9,3.077,2006
199,Corey Pavin,63,"$1,308,084",0,23,70,13,1,1,70.9,266.1,67.7,63.6,1.815,58.3,2.829,2006
1,Scott Hend,49,"$356,247",0,28,73,10,1,0,72.5,318.9,45.4,63.2,1.819,48.6,3.342,2005
2,Tiger Woods,47,"$10,628,024",0,21,74,19,13,6,69.1,316.1,54.6,69.9,1.731,54.2,4.514,2005
3,Brett Wetterich,49,"$576,029",0,28,74,11,2,0,71.0,311.7,56.6,68.3,1.788,42.9,3.730,2005
4,Scott Gutschewski,46,"$485,487",0,27,82,16,0,0,70.8,310.5,57.9,67.6,1.772,43.6,3.683,2005
5,John Daly,56,"$1,759,921",0,25,77,16,2,0,71.6,310.1,49.3,62.0,1.785,48.7,3.377,2005
6,Brenden Pappas,52,"$279,340",0,15,51,10,0,0,71.0,309.4,50.6,64.8,1.739,49.1,4.039,2005
7,Hank Kuehne,47,"$786,817",0,30,80,12,2,0,72.1,307.7,49.9,61.4,1.769,46.0,3.425,2005
8,Davis Love III,58,"$2,658,779",0,24,77,17,9,0,70.4,305.4,57.9,65.1,1.779,60.8,3.727,2005
9,Kenny Perry,62,"$3,607,155",0,23,81,19,7,2,70.0,304.7,63.4,69.9,1.790,40.9,3.765,2005
10,Sergio Garcia,43,"$3,213,375",0,20,69,18,8,1,70.3,303.5,59.4,70.8,1.827,49.5,3.739,2005
11,Brandt Jobe,57,"$2,133,149",0,27,92,22,6,0,70.7,302.3,57.3,65.5,1.776,35.5,3.554,2005
12,Lucas Glover,43,"$2,050,068",0,28,86,17,7,1,70.9,302.2,60.7,67.5,1.773,42.0,3.535,2005
13,John Elliott,59,"$67,819",0,25,56,7,0,0,72.6,301.7,52.9,59.2,1.789,37.4,3.196,2005
14,Brendan Jones,48,"$498,817",0,28,79,15,1,0,71.3,301.5,55.8,66.7,1.809,50.5,3.291,2005
15,Mathias Gronberg,53,"$401,140",0,19,58,13,1,0,70.6,301.4,63.2,64.9,1.827,39.8,3.190,2005
16,Vijay Singh,60,"$8,017,336",0,30,109,26,18,4,69.6,301.1,60.2,70.5,1.767,56.8,3.789,2005
17,Harrison Frazar,51,"$999,083",0,31,101,21,4,0,70.5,301.0,63.5,66.6,1.764,39.6,3.693,2005
18,Chris Smith,53,"$454,375",0,32,93,14,1,0,71.3,300.8,60.2,69.2,1.801,41.7,3.591,2005
19,Stuart Appleby,51,"$2,202,506",0,25,81,20,4,1,70.8,300.6,59.3,66.0,1.802,49.1,3.506,2005
20,Will MacKenzie,48,"$275,529",0,25,73,13,1,0,71.6,300.2,62.1,65.4,1.793,44.6,3.589,2005
21,Tag Ridings,48,"$891,812",0,31,91,17,5,0,71.0,300.2,54.6,65.1,1.741,49.3,4.011,2005
22,Jason Allred,43,"$176,436",0,29,73,9,0,0,72.5,300.2,47.1,59.5,1.813,40.3,2.932,2005
23,Adam Scott,42,"$2,592,256",0,19,69,18,6,1,70.8,300.1,57.4,66.3,1.790,39.3,3.609,2005
24,Kevin Stadler,43,"$367,775",0,33,92,14,2,0,71.5,300.1,60.4,64.6,1.773,43.2,3.500,2005
25,Sean O'Hair,40,"$2,461,482",0,29,99,24,4,1,70.8,300.1,61.4,66.6,1.796,51.9,3.505,2005
26,Phil Mickelson,52,"$5,699,605",0,21,74,20,9,4,69.9,300.0,58.7,66.9,1.740,56.4,4.486,2005
27,Charles Warren,47,"$1,007,276",0,31,87,15,4,0,71.3,299.2,64.2,69.0,1.784,38.8,3.609,2005
